,sample,cid,class,db,dir,num,split,tag,vid
10,#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_ba_med_1.avi,9,ride_bike,hmdb51,./Dataset/hmdb51/ride_bike/#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_ba_med_1/img/,79,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/ride_bike/#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_ba_med_1.avi
11,#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_ba_med_3.avi,9,ride_bike,hmdb51,./Dataset/hmdb51/ride_bike/#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_ba_med_3/img/,79,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/ride_bike/#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_ba_med_3.avi
12,#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_fr_med_2.avi,9,ride_bike,hmdb51,./Dataset/hmdb51/ride_bike/#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_fr_med_2/img/,79,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/ride_bike/#437_How_To_Ride_A_Bike_ride_bike_f_cm_np1_fr_med_2.avi
13,(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_ba_med_0.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_ba_med_0/img/,73,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_ba_med_0.avi
14,(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_4.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_4/img/,149,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_4.avi
15,(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_5.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_5/img/,77,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_fr_med_5.avi
16,(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_1.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_1/img/,127,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_1.avi
17,(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_2.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_2/img/,241,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_2.avi
18,(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_3.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_3/img/,195,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/(HQ)_Rock_Climbing_-_Free_Solo_Speed_Climb_-_Dan_Osman_climb_f_cm_np1_le_med_3.avi
19,(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0.avi,26,cartwheel,hmdb51,./Dataset/hmdb51/cartwheel/(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0/img/,83,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/cartwheel/(Rad)Schlag_die_Bank!_cartwheel_f_cm_np1_le_med_0.avi
20,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_10.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_10/img/,84,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_10.avi
21,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_2.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_2/img/,78,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_2.avi
22,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_7.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_7/img/,80,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_7.avi
23,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_8.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_8/img/,92,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_8.avi
24,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_0.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_0/img/,78,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_0.avi
25,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_1.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_1/img/,86,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_1.avi
26,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_12.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_12/img/,65,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_12.avi
27,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_3.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_3/img/,78,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_3.avi
28,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_4.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_4/img/,78,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_4.avi
29,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_9.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_9/img/,78,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_9.avi
30,-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np4_le_goo_5.avi,24,hug,hmdb51,./Dataset/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np4_le_goo_5/img/,95,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np4_le_goo_5.avi
31,100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_0.avi,15,pushup,hmdb51,./Dataset/hmdb51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_0/img/,78,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_0.avi
32,100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_1.avi,15,pushup,hmdb51,./Dataset/hmdb51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_1/img/,77,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_1.avi
33,100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_2.avi,15,pushup,hmdb51,./Dataset/hmdb51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_2/img/,78,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_2.avi
34,100_Second_Handstand_handstand_f_nm_np1_ba_bad_0.avi,48,handstand,hmdb51,./Dataset/hmdb51/handstand/100_Second_Handstand_handstand_f_nm_np1_ba_bad_0/img/,65,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/handstand/100_Second_Handstand_handstand_f_nm_np1_ba_bad_0.avi
35,100_pullups_pullup_f_nm_np1_fr_med_1.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/100_pullups_pullup_f_nm_np1_fr_med_1/img/,80,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/100_pullups_pullup_f_nm_np1_fr_med_1.avi
36,100_pullups_pullup_f_nm_np1_fr_med_2.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/100_pullups_pullup_f_nm_np1_fr_med_2/img/,80,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/100_pullups_pullup_f_nm_np1_fr_med_2.avi
37,100_pullups_pullup_u_nm_np1_fr_med_0.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/100_pullups_pullup_u_nm_np1_fr_med_0/img/,80,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/100_pullups_pullup_u_nm_np1_fr_med_0.avi
38,100_push_ups_pushup_f_nm_np1_ri_med_0.avi,15,pushup,hmdb51,./Dataset/hmdb51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_0/img/,80,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_0.avi
39,100_push_ups_pushup_f_nm_np1_ri_med_1.avi,15,pushup,hmdb51,./Dataset/hmdb51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_1/img/,80,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_1.avi
40,100_push_ups_pushup_f_nm_np1_ri_med_2.avi,15,pushup,hmdb51,./Dataset/hmdb51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_2/img/,80,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_2.avi
41,10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_ba_med_5.avi,34,dribble,hmdb51,./Dataset/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_ba_med_5/img/,108,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_ba_med_5.avi
42,10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_0.avi,34,dribble,hmdb51,./Dataset/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_0/img/,148,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_0.avi
43,10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_8.avi,34,dribble,hmdb51,./Dataset/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_8/img/,167,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_8.avi
44,10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_9.avi,34,dribble,hmdb51,./Dataset/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_9/img/,152,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_fr_med_9.avi
45,10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_ri_med_4.avi,34,dribble,hmdb51,./Dataset/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_ri_med_4/img/,118,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_cm_np1_ri_med_4.avi
46,10YearOldYouthBasketballStarBaller_dribble_f_nm_np1_ba_med_17.avi,34,dribble,hmdb51,./Dataset/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_nm_np1_ba_med_17/img/,98,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dribble/10YearOldYouthBasketballStarBaller_dribble_f_nm_np1_ba_med_17.avi
47,10YearOldYouthBasketballStarBaller_shoot_ball_f_cm_np1_ba_med_3.avi,20,shoot_ball,hmdb51,./Dataset/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_cm_np1_ba_med_3/img/,41,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_cm_np1_ba_med_3.avi
48,10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_11.avi,20,shoot_ball,hmdb51,./Dataset/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_11/img/,79,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_11.avi
49,10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_12.avi,20,shoot_ball,hmdb51,./Dataset/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_12/img/,79,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_12.avi
50,10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_13.avi,20,shoot_ball,hmdb51,./Dataset/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_13/img/,79,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_13.avi
51,10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_14.avi,20,shoot_ball,hmdb51,./Dataset/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_14/img/,78,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_14.avi
52,10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_16.avi,20,shoot_ball,hmdb51,./Dataset/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_16/img/,94,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ba_med_16.avi
53,10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ri_med_10.avi,20,shoot_ball,hmdb51,./Dataset/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ri_med_10/img/,56,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ri_med_10.avi
54,10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ri_med_15.avi,20,shoot_ball,hmdb51,./Dataset/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ri_med_15/img/,94,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_ball/10YearOldYouthBasketballStarBaller_shoot_ball_f_nm_np1_ri_med_15.avi
55,11408ErikaRecurvefront_shoot_bow_u_nm_np1_fr_med_0.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/11408ErikaRecurvefront_shoot_bow_u_nm_np1_fr_med_0/img/,232,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/11408ErikaRecurvefront_shoot_bow_u_nm_np1_fr_med_0.avi
56,11408ErikaRecurvefront_shoot_bow_u_nm_np1_fr_med_1.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/11408ErikaRecurvefront_shoot_bow_u_nm_np1_fr_med_1/img/,262,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/11408ErikaRecurvefront_shoot_bow_u_nm_np1_fr_med_1.avi
57,11_4_08ErikaRecurveBack_shoot_bow_u_nm_np1_ba_med_0.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/11_4_08ErikaRecurveBack_shoot_bow_u_nm_np1_ba_med_0/img/,292,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/11_4_08ErikaRecurveBack_shoot_bow_u_nm_np1_ba_med_0.avi
58,11_4_08ErikaRecurveBack_shoot_bow_u_nm_np1_ba_med_1.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/11_4_08ErikaRecurveBack_shoot_bow_u_nm_np1_ba_med_1/img/,330,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/11_4_08ErikaRecurveBack_shoot_bow_u_nm_np1_ba_med_1.avi
59,19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_0.avi,11,draw_sword,hmdb51,./Dataset/hmdb51/draw_sword/19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_0/img/,79,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/draw_sword/19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_0.avi
60,19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_1.avi,11,draw_sword,hmdb51,./Dataset/hmdb51/draw_sword/19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_1/img/,76,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/draw_sword/19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_1.avi
61,20060723sfjffbartsinger_run_f_nm_np1_fr_med_1.avi,25,run,hmdb51,./Dataset/hmdb51/run/20060723sfjffbartsinger_run_f_nm_np1_fr_med_1/img/,36,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/run/20060723sfjffbartsinger_run_f_nm_np1_fr_med_1.avi
62,20060723sfjffbartsinger_wave_f_cm_np1_ba_med_0.avi,30,wave,hmdb51,./Dataset/hmdb51/wave/20060723sfjffbartsinger_wave_f_cm_np1_ba_med_0/img/,47,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/wave/20060723sfjffbartsinger_wave_f_cm_np1_ba_med_0.avi
63,20060723sfjffcookies_walk_u_nm_np1_ba_med_1.avi,3,walk,hmdb51,./Dataset/hmdb51/walk/20060723sfjffcookies_walk_u_nm_np1_ba_med_1/img/,57,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/walk/20060723sfjffcookies_walk_u_nm_np1_ba_med_1.avi
64,20060723sfjffdabaum_eat_h_cm_np1_fr_goo_0.avi,14,eat,hmdb51,./Dataset/hmdb51/eat/20060723sfjffdabaum_eat_h_cm_np1_fr_goo_0/img/,77,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/eat/20060723sfjffdabaum_eat_h_cm_np1_fr_goo_0.avi
65,20060723sfjffprofessionalhelp_walk_u_nm_np2_le_med_0.avi,3,walk,hmdb51,./Dataset/hmdb51/walk/20060723sfjffprofessionalhelp_walk_u_nm_np2_le_med_0/img/,49,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/walk/20060723sfjffprofessionalhelp_walk_u_nm_np2_le_med_0.avi
66,20060723sfjffsomelikeitwarmed_drink_f_nm_np1_fr_med_5.avi,28,drink,hmdb51,./Dataset/hmdb51/drink/20060723sfjffsomelikeitwarmed_drink_f_nm_np1_fr_med_5/img/,77,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/drink/20060723sfjffsomelikeitwarmed_drink_f_nm_np1_fr_med_5.avi
67,20060723sfjffsomelikeitwarmed_eat_u_cm_np1_fr_med_2.avi,14,eat,hmdb51,./Dataset/hmdb51/eat/20060723sfjffsomelikeitwarmed_eat_u_cm_np1_fr_med_2/img/,51,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/eat/20060723sfjffsomelikeitwarmed_eat_u_cm_np1_fr_med_2.avi
68,20060723sfjffsomelikeitwarmed_eat_u_cm_np1_ri_med_3.avi,14,eat,hmdb51,./Dataset/hmdb51/eat/20060723sfjffsomelikeitwarmed_eat_u_cm_np1_ri_med_3/img/,77,s3,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/eat/20060723sfjffsomelikeitwarmed_eat_u_cm_np1_ri_med_3.avi
