,Unnamed: 0,sample,cid,class,db,dir,num,split,tag,vid
16,16,v_ApplyEyeMakeup_g10_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05/img/,119,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi
17,17,v_ApplyEyeMakeup_g11_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01/img/,139,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi
18,18,v_ApplyEyeMakeup_g11_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02/img/,177,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi
19,19,v_ApplyEyeMakeup_g11_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03/img/,124,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi
20,20,v_ApplyEyeMakeup_g11_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04/img/,137,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi
21,21,v_ApplyEyeMakeup_g11_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05/img/,179,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi
22,22,v_ApplyEyeMakeup_g12_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01/img/,225,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi
23,23,v_ApplyEyeMakeup_g12_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02/img/,119,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi
24,24,v_ApplyEyeMakeup_g12_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03/img/,140,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi
25,25,v_ApplyEyeMakeup_g12_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04/img/,207,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi
26,26,v_ApplyEyeMakeup_g12_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05/img/,126,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi
27,27,v_ApplyEyeMakeup_g12_c06.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06/img/,211,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi
28,28,v_ApplyEyeMakeup_g13_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01/img/,174,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi
29,29,v_ApplyEyeMakeup_g13_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02/img/,98,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi
30,30,v_ApplyEyeMakeup_g13_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03/img/,167,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi
31,31,v_ApplyEyeMakeup_g13_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04/img/,119,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi
32,32,v_ApplyEyeMakeup_g13_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05/img/,118,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi
33,33,v_ApplyEyeMakeup_g13_c06.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06/img/,136,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi
34,34,v_ApplyEyeMakeup_g14_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01/img/,184,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi
35,35,v_ApplyEyeMakeup_g14_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02/img/,185,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi
36,36,v_ApplyEyeMakeup_g14_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03/img/,236,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi
37,37,v_ApplyEyeMakeup_g14_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04/img/,131,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi
38,38,v_ApplyEyeMakeup_g14_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05/img/,159,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi
39,39,v_ApplyEyeMakeup_g15_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01/img/,168,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi
40,40,v_ApplyEyeMakeup_g15_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02/img/,192,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi
41,41,v_ApplyEyeMakeup_g15_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03/img/,231,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi
42,42,v_ApplyEyeMakeup_g15_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04/img/,186,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi
43,43,v_ApplyEyeMakeup_g15_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05/img/,258,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi
44,44,v_ApplyEyeMakeup_g15_c06.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06/img/,196,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi
45,45,v_ApplyEyeMakeup_g15_c07.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07/img/,181,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi
46,46,v_ApplyEyeMakeup_g16_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01/img/,124,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi
47,47,v_ApplyEyeMakeup_g16_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02/img/,232,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi
48,48,v_ApplyEyeMakeup_g16_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03/img/,113,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi
49,49,v_ApplyEyeMakeup_g16_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04/img/,97,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi
50,50,v_ApplyEyeMakeup_g16_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05/img/,200,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi
51,51,v_ApplyEyeMakeup_g17_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01/img/,115,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi
52,52,v_ApplyEyeMakeup_g17_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02/img/,172,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi
53,53,v_ApplyEyeMakeup_g17_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03/img/,93,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi
54,54,v_ApplyEyeMakeup_g17_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04/img/,104,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi
55,55,v_ApplyEyeMakeup_g17_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05/img/,181,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi
56,56,v_ApplyEyeMakeup_g18_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01/img/,158,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi
57,57,v_ApplyEyeMakeup_g18_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02/img/,169,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi
58,58,v_ApplyEyeMakeup_g18_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03/img/,156,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi
59,59,v_ApplyEyeMakeup_g18_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04/img/,223,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi
60,60,v_ApplyEyeMakeup_g18_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05/img/,186,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05.avi
61,61,v_ApplyEyeMakeup_g19_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01/img/,179,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01.avi
62,62,v_ApplyEyeMakeup_g19_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02/img/,242,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02.avi
63,63,v_ApplyEyeMakeup_g19_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03/img/,125,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03.avi
64,64,v_ApplyEyeMakeup_g19_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04/img/,130,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04.avi
65,65,v_ApplyEyeMakeup_g20_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01/img/,181,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01.avi
66,66,v_ApplyEyeMakeup_g20_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c02/img/,157,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c02.avi
67,67,v_ApplyEyeMakeup_g20_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c03/img/,129,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c03.avi
68,68,v_ApplyEyeMakeup_g20_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c04/img/,219,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c04.avi
69,69,v_ApplyEyeMakeup_g20_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c05/img/,112,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c05.avi
70,70,v_ApplyEyeMakeup_g20_c06.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c06/img/,180,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c06.avi
71,71,v_ApplyEyeMakeup_g21_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01/img/,180,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01.avi
72,72,v_ApplyEyeMakeup_g21_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02/img/,94,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02.avi
73,73,v_ApplyEyeMakeup_g21_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03/img/,126,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03.avi
74,74,v_ApplyEyeMakeup_g21_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c04/img/,226,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c04.avi
75,75,v_ApplyEyeMakeup_g21_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c05/img/,89,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c05.avi
76,76,v_ApplyEyeMakeup_g22_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c01/img/,169,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c01.avi
77,77,v_ApplyEyeMakeup_g22_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c02/img/,256,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c02.avi
78,78,v_ApplyEyeMakeup_g22_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c03/img/,146,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c03.avi
79,79,v_ApplyEyeMakeup_g22_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c04/img/,207,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c04.avi
80,80,v_ApplyEyeMakeup_g22_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c05/img/,242,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g22_c05.avi
81,81,v_ApplyEyeMakeup_g23_c01.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01/img/,134,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c01.avi
82,82,v_ApplyEyeMakeup_g23_c02.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02/img/,130,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c02.avi
83,83,v_ApplyEyeMakeup_g23_c03.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03/img/,124,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c03.avi
84,84,v_ApplyEyeMakeup_g23_c04.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04/img/,199,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c04.avi
85,85,v_ApplyEyeMakeup_g23_c05.avi,0,ApplyEyeMakeup,ucf101,./Dataset/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05/img/,203,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/ApplyEyeMakeup/v_ApplyEyeMakeup_g23_c05.avi
